"STRING_id","gene","module","degree","degree_norm","strength_w","betweenness_w","closeness_w","eigenvector","lfc","padj"
"9606.ENSP00000219244","CCL17","11",15,0.0714285714285714,13686,0.000136705399863295,270.887279523075,0.485872125845107,2.13199521994421,1.391994363719e-08
"9606.ENSP00000416996","ACKR2","11",11,0.0523809523809524,9540,0,263.948734680169,0.352051510567051,1.25361357804544,4.89530246436932e-08
"9606.ENSP00000479955","CCL18","11",11,0.0523809523809524,8982,0,264.598130684784,0.357609953166964,1.42575187288493,2.50445593965921e-07
"9606.ENSP00000332659","CCR4","11",6,0.0285714285714286,5315,0,246.550956878434,0.188437940620913,1.56945064899335,7.59111222708091e-12
"9606.ENSP00000359488","GBP5","11",2,0.00952380952380952,1528,0,224.398877886901,0.0593305486158908,1.28276155887116,9.77438953060324e-13
"9606.ENSP00000410481","LTB","11",1,0.00476190476190476,814,0,228.26326100125,0.0458785710294242,1.30802922257938,3.91547615487375e-10
"9606.ENSP00000418268","MCM10","12",4,0.019047619047619,3435,0.000364547732968786,690.9971004583,0,1.23277961256837,1.21097489585995e-11
"9606.ENSP00000303706","CDC25A","12",2,0.00952380952380952,1578,0.000136705399863295,521.438334661247,0,1.23148419947266,2.03113247981345e-16
"9606.ENSP00000353770","RRM2","12",2,0.00952380952380952,1565,0,516.174755073853,0,1.25937796995836,1.52308630304575e-12
"9606.ENSP00000217026","MYBL2","12",2,0.00952380952380952,1473,0,395.068290760305,0,1.12304016934791,2.78187646848604e-10
"9606.ENSP00000268138","TICRR","12",1,0.00476190476190476,972,0,440.484131300587,0,1.36279325241526,5.86747905887544e-13
"9606.ENSP00000334675","ERCC6L","12",1,0.00476190476190476,793,0,407.164248131371,0,1.13851163343172,3.47479046834995e-11
"9606.ENSP00000352584","AKR1B10","13",2,0.00952380952380952,1582,4.55684666210982e-05,790.008849557516,0,2.17169253895229,3.09065398441697e-16
"9606.ENSP00000379087","ADM2","13",1,0.00476190476190476,763,0,520.530612244892,0,1.17338543198951,4.90567837404805e-16
"9606.ENSP00000292432","HK3","13",1,0.00476190476190476,819,0,532.961194029849,0,1.33094531216992,1.89322511466551e-13
"9606.ENSP00000376786","POU2AF1","14",2,0.00952380952380952,1683,4.55684666210982e-05,840.394533570991,0,2.58993880941542,2.74317484240267e-05
"9606.ENSP00000344544","IKZF3","14",1,0.00476190476190476,811,0,553.574951076304,0,1.2002015038052,4.86137847709334e-11
"9606.ENSP00000440066","JCHAIN","14",1,0.00476190476190476,872,0,567.114675220529,0,2.43509723388154,0.00159147013084747
"9606.ENSP00000378488","CYP1A1","15",5,0.0238095238095238,4771,0.0330371383002962,217.20240413629,0.0153524219276662,-1.43113786320001,3.64502045903216e-05
"9606.ENSP00000379683","CYP19A1","15",2,0.00952380952380952,1898,0,177.237511675507,0.000872493627175599,1.91625182669374,3.34819020434858e-10
"9606.ENSP00000362525","UGT1A7","15",2,0.00952380952380952,1930,0,178.308989027445,0.000898782741012763,1.23583179644621,3.39162661616881e-06
"9606.ENSP00000332256","ALDH1A3","15",1,0.00476190476190476,958,0,177.236807240402,0.000828949137993948,1.17588026018021,1.18305122454876e-09
"9606.ENSP00000355995","HSD11B1","15",1,0.00476190476190476,931,0,176.29604833838,0.000805586270847981,-1.28576328565964,6.24786218626645e-07
"9606.ENSP00000286574","WIF1","16",2,0.00952380952380952,1603,4.55684666210982e-05,793.414847161583,0,-1.96600797383727,5.05275405525426e-09
"9606.ENSP00000266066","SFRP5","16",1,0.00476190476190476,721,0,511.80845070423,0,-1.1892687554492,8.75267556965788e-08
"9606.ENSP00000363081","DKK1","16",1,0.00476190476190476,882,0,547.265060240975,0,-1.27250782411281,6.62572530998266e-05
